100,40,30,0,0,0,0,0,0,0,0,0
0,0,30,50,90,80,40,35,10,0,0,0
0,0,35,100,200,250,50,35,10,0,0,0
0,0,0,0,0,0,-40,-75,50,125,125,0
0,0,10,100,0,0,0,0,0,0,0,0
