0,30,30,30,40,40,20,20,75,90,30,30
50,0,30,40,50,50,40,40,80,95,50,50
50,30,0,40,50,50,40,40,80,95,50,50
60,40,40,0,50,50,50,50,80,95,50,50
70,50,50,50,0,30,60,60,85,95,60,60
60,40,40,40,30,0,50,50,90,95,50,50
25,35,35,40,50,50,0,20,95,100,30,30
30,40,40,45,55,55,20,0,95,100,40,40
30,40,45,45,50,50,30,30,0,85,30,30
20,30,35,35,40,40,20,20,20,0,20,20
20,30,35,35,40,40,20,20,20,85,0,20
15,25,30,30,35,35,20,20,10,85,15,0
