100,80,70,80,30,50,20,10,25,20,30,30
80,100,55,60,40,50,50,40,30,25,30,30
70,55,100,85,90,90,40,30,25,25,25,20
80,60,85,100,90,90,20,10,10,10,25,15
30,40,90,90,100,90,15,5,5,10,30,10
50,50,90,90,90,100,15,5,25,20,30,10
20,50,40,20,15,15,100,55,25,15,30,35
10,40,30,10,5,5,55,100,15,5,30,35
25,30,25,10,5,25,25,15,100,90,30,35
20,25,25,10,10,20,15,5,90,100,30,35
30,30,25,25,30,30,30,30,30,30,100,5
30,30,20,15,10,10,35,35,35,35,5,100
